Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Salary,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Years_At_Company,YearsInCurrentRole,Years_Since_Promotion,YearsWithCurrManager,Attrition_Flag
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,Yes,4,2,8,2,2,8,5,2,2,0
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,Yes,3,1,26,2,3,24,10,1,11,1
55,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,Yes,3,4,34,3,3,33,9,15,0,0
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,No,4,3,2,2,1,2,2,2,2,1
46,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,No,3,3,26,2,3,11,4,0,8,0
34,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,Yes,3,4,4,3,3,3,2,0,2,0
51,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,Yes,4,1,31,5,2,29,10,11,10,0
59,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,No,3,4,25,6,2,9,7,5,4,0
34,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,No,3,3,15,2,4,11,8,5,10,0
28,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,Yes,3,3,5,2,2,4,2,0,2,0
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,No,3,4,26,4,2,25,9,14,13,0
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,No,3,4,14,5,4,10,9,1,8,0
35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,Yes,3,4,4,3,3,3,2,2,2,0
42,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,Yes,3,4,18,2,3,1,0,0,0,0
43,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,No,3,4,23,3,4,21,7,15,17,0
36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,Yes,3,4,18,2,3,16,14,5,12,0
44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,No,3,4,10,2,3,10,7,0,5,1
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,Yes,3,2,2,2,3,2,2,2,2,0
51,No,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,No,3,2,8,6,2,7,0,7,7,0
30,No,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,Yes,3,3,10,3,3,8,4,1,7,0
29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,Yes,3,1,10,2,3,7,7,7,7,1
28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,No,3,2,5,2,2,3,2,1,2,0
25,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,No,3,4,2,3,2,2,2,2,1,0
32,No,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,No,3,3,10,4,4,10,7,0,8,0
45,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,No,4,3,22,4,3,0,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,Yes,3,4,21,4,3,19,9,15,2,0
58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,No,3,4,2,3,3,2,2,2,2,0
32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,No,3,1,10,3,3,10,4,1,1,1
39,Yes,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,No,3,1,6,2,3,5,2,0,3,1
30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,No,3,1,10,6,3,9,2,6,7,0
36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,No,3,1,10,0,3,7,7,1,7,0
46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,No,3,3,10,3,4,7,6,5,7,0
28,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,No,3,1,10,6,3,9,8,7,5,0
50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,Yes,3,2,25,2,3,3,2,1,2,0
40,Yes,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,Yes,3,3,9,2,3,5,4,1,0,1
52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,Yes,3,3,10,2,2,8,7,7,7,1
30,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,11916,Yes,4,4,9,2,3,9,1,0,8,0
39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,No,3,1,9,6,3,8,7,1,7,0
31,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,Yes,3,1,10,5,2,10,8,9,6,0
41,No,Non-Travel,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,6151,No,3,1,19,4,3,19,2,11,9,0
31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,Yes,3,1,3,2,4,3,2,2,2,1
44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,No,3,3,10,4,4,3,2,1,2,1
42,No,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,17861,Yes,3,4,21,3,2,20,8,2,10,0
55,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,19187,No,3,4,23,5,3,19,9,9,11,0
56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,19717,No,3,1,36,4,3,7,3,7,7,0
40,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,No,3,2,6,0,3,4,2,0,0,0
34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,No,3,4,10,0,2,9,7,1,6,0
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,No,3,3,9,4,3,9,8,8,8,0
41,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,No,3,4,10,2,3,9,3,1,7,0
35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,Yes,3,2,9,3,3,9,6,1,1,0
51,No,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,Yes,3,2,33,2,3,33,9,0,10,0
38,No,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,No,3,4,11,3,3,7,7,1,7,0
34,No,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,No,3,4,10,6,4,10,8,9,6,0
25,No,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,No,3,3,7,6,2,3,2,1,2,0
58,Yes,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,Yes,3,4,31,0,2,10,9,5,9,1
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,No,4,3,7,3,3,4,2,0,3,0
36,No,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,No,3,4,17,2,2,15,7,6,13,0
48,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,No,3,3,11,2,3,10,9,0,8,0
27,No,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,No,3,2,5,4,3,1,0,0,0,0
51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,No,3,2,29,1,2,5,2,0,3,0
18,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,No,3,3,0,5,4,0,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,No,3,2,10,0,3,9,7,0,0,0
27,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,No,4,2,8,3,3,6,2,0,0,0
55,Yes,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,Yes,3,3,24,2,2,19,7,3,8,1
56,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,Yes,3,1,33,0,3,19,16,15,9,0
34,No,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,No,4,3,5,2,3,5,4,0,0,0
40,No,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,No,4,2,15,0,3,12,11,11,8,0
34,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,5429,No,3,1,10,1,3,8,7,7,7,0
31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,No,3,3,3,3,4,1,0,0,0,1
35,Yes,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,Yes,3,3,5,0,2,4,2,3,2,1
38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,No,3,4,4,2,3,4,2,0,3,0
34,No,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,No,3,4,14,2,4,14,11,4,11,0
28,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,No,3,3,5,0,3,5,3,0,4,0
31,Yes,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,Yes,3,4,10,3,2,10,2,6,7,1
39,No,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,Yes,3,4,8,2,4,5,4,1,4,0
51,No,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,No,3,2,14,5,3,4,2,3,2,0
41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,Yes,3,1,12,4,2,6,2,3,3,0
37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,Yes,3,4,8,2,3,6,4,1,3,0
33,No,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,9998,No,3,1,8,2,4,5,4,1,2,0
32,No,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,Yes,3,1,4,3,2,3,2,1,2,0
39,No,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,No,4,2,13,2,3,6,4,0,5,0
25,No,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,6232,No,3,2,6,3,2,3,2,1,2,0
52,No,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,13247,Yes,3,2,24,3,2,5,3,0,2,0
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,4081,Yes,3,1,20,3,1,20,7,1,8,0
27,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,Yes,3,4,6,3,3,6,2,4,4,0
27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,2394,Yes,3,4,8,2,3,8,2,7,7,1
26,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,3904,No,3,4,5,2,3,4,3,1,1,0
42,No,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,16799,No,3,3,21,5,3,20,7,0,9,0
52,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,Married,2950,No,3,3,12,2,1,5,4,0,4,0
37,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,No,3,1,8,6,3,3,2,0,2,0
35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,No,3,3,10,2,3,2,2,2,2,0
25,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,3229,No,3,2,7,2,2,3,2,0,2,0
26,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,No,3,4,8,2,3,7,7,0,7,0
29,No,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,Single,7988,No,3,1,10,3,2,10,9,0,9,0
49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,4284,No,4,1,20,2,3,4,3,1,3,1
29,Yes,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,Single,7553,Yes,3,1,9,1,3,8,7,7,7,1
54,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,Single,17328,No,3,4,29,3,2,20,7,12,7,0
58,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,19701,Yes,4,3,32,3,3,9,8,1,5,0
55,No,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,Divorced,14732,No,3,4,31,4,4,7,7,0,0,0
36,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,9278,Yes,3,4,15,3,3,5,4,0,1,0
31,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1359,No,3,2,1,3,3,1,0,0,0,1
30,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,No,3,2,8,3,3,3,2,0,2,0
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,No,3,3,9,3,4,3,2,1,0,0
34,No,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,2996,No,3,3,10,2,3,4,3,1,3,0
31,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1261,No,3,3,1,3,4,1,0,0,0,1
27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,2099,No,3,2,6,3,4,5,0,1,4,0
36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,5810,No,3,3,10,2,2,10,4,1,8,0
36,No,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,5647,No,3,1,11,3,2,3,2,0,2,0
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,3420,No,3,3,17,2,2,6,5,1,2,0
25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,4400,No,3,1,6,2,3,3,2,2,2,1
37,No,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,3500,No,3,1,7,2,1,6,5,1,3,0
56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,2066,No,4,4,5,3,4,3,2,1,0,0
47,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,17169,No,3,2,26,2,4,20,17,5,6,0
24,No,Travel_Rarely,Sales,4,1,Medical,4,Female,3,2,Sales Executive,3,Married,4162,Yes,3,3,5,3,3,5,4,0,3,0
32,No,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,9204,No,3,3,7,3,2,4,3,0,3,0
34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,3294,No,3,1,7,2,2,5,4,0,2,0
41,No,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,1,Research Scientist,3,Married,2127,Yes,3,1,7,5,2,4,2,0,3,0
40,No,Non-Travel,Research & Development,9,4,Other,3,Male,3,2,Laboratory Technician,3,Divorced,3975,No,3,3,11,2,4,8,7,0,7,0
31,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,No,3,1,13,5,3,13,7,9,9,0
46,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,10096,No,3,1,28,1,4,7,7,4,3,1
39,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,Single,3646,Yes,4,2,11,2,4,1,0,0,0,1
31,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,7446,No,3,1,10,2,3,10,8,4,7,1
45,No,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,10851,Yes,3,2,24,2,3,7,7,0,7,0
31,No,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,Single,2109,No,3,4,8,3,3,3,2,0,2,0
31,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,3722,Yes,3,3,7,2,1,2,2,2,2,1
45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,9380,Yes,3,4,10,4,4,3,1,1,2,0
48,No,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,5486,No,3,1,15,3,3,2,2,2,2,0
34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,1,Human Resources,3,Married,2742,No,3,4,2,0,3,2,2,2,2,1
40,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,3,Research Director,2,Divorced,13757,No,3,3,16,5,3,9,8,4,8,0
28,No,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,8463,No,3,4,6,4,3,5,4,1,3,0
44,No,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,3162,No,3,4,7,5,3,5,2,0,3,0
53,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,4,Research Director,2,Single,16598,No,3,2,35,2,2,9,8,8,8,0
49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,6651,No,3,2,20,0,2,3,2,1,2,0
40,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,2345,No,3,3,8,3,4,3,1,1,2,0
44,No,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,3,1,Research Scientist,2,Single,3420,No,3,3,6,3,2,5,2,1,3,0
33,No,Travel_Frequently,Sales,7,3,Medical,4,Male,3,2,Sales Executive,1,Married,4373,No,3,1,5,2,3,4,3,0,3,0
34,No,Travel_Rarely,Sales,3,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,No,3,4,15,2,3,13,9,3,12,0
30,No,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,2,Sales Executive,3,Married,5301,No,3,3,4,2,2,2,1,2,2,0
42,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,1,Laboratory Technician,4,Single,3673,No,3,3,12,3,3,12,9,5,8,0
44,No,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,2,Sales Executive,3,Married,4768,No,3,3,11,4,2,1,0,0,0,0
30,No,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,1274,No,3,2,1,2,2,1,0,0,0,0
57,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,4,2,Research Scientist,3,Married,4900,No,4,1,13,2,2,12,9,2,8,0
49,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,10466,No,3,2,29,3,3,8,7,0,7,0
34,No,Travel_Frequently,Research & Development,15,3,Medical,2,Male,3,4,Research Director,1,Divorced,17007,No,3,4,16,3,2,14,8,6,9,0
28,Yes,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,3,Married,2909,No,3,4,5,3,4,3,2,1,2,1
29,Yes,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,3,2,Sales Executive,2,Single,5765,No,3,1,7,4,1,5,3,0,0,1
34,Yes,Travel_Rarely,Sales,24,4,Medical,1,Female,2,2,Sales Executive,2,Single,4599,Yes,4,3,16,2,4,15,9,10,10,1
35,No,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,3,1,Sales Representative,3,Married,2404,No,3,1,1,3,3,1,0,0,0,0
24,Yes,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Laboratory Technician,1,Single,3172,Yes,3,3,4,2,2,0,0,0,0,1
24,No,Non-Travel,Sales,13,2,Life Sciences,4,Female,3,1,Sales Representative,2,Married,2033,No,3,3,1,2,3,1,0,0,0,0
44,No,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,3,Manufacturing Director,3,Single,10209,Yes,3,2,16,2,2,2,2,2,2,0
29,No,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,8620,No,3,3,10,3,3,10,7,0,4,0
30,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,2064,No,4,1,6,3,4,5,3,1,3,0
55,No,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,Married,4035,Yes,3,2,4,2,3,3,2,1,2,0
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,1,Laboratory Technician,2,Married,3838,No,3,4,8,5,3,5,4,0,2,0
47,No,Travel_Rarely,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,Married,4591,Yes,3,3,11,4,2,5,4,1,2,0
28,Yes,Travel_Frequently,Research & Development,2,2,Medical,3,Male,2,1,Laboratory Technician,1,Single,2561,No,3,3,8,2,2,0,0,0,0,1
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,1563,No,3,4,1,2,1,1,0,0,0,0
28,No,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,3,2,Sales Executive,1,Single,4898,No,3,4,5,5,3,4,2,1,3,0
49,No,Travel_Rarely,Research & Development,3,2,Medical,3,Female,2,2,Laboratory Technician,1,Married,4789,No,4,1,10,3,3,3,2,1,2,0
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,3180,No,3,3,4,3,3,3,2,0,2,0
28,No,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,1,2,Manufacturing Director,2,Married,6549,No,3,2,8,2,2,8,6,1,7,0
33,No,Travel_Rarely,Research & Development,8,5,Life Sciences,4,Male,3,2,Healthcare Representative,3,Single,6388,Yes,3,1,14,6,3,0,0,0,0,0
32,No,Travel_Rarely,Research & Development,10,3,Medical,3,Male,3,3,Manager,4,Single,11244,No,4,2,10,5,4,5,2,0,0,0
54,No,Travel_Frequently,Research & Development,11,4,Medical,2,Female,3,4,Manager,4,Divorced,16032,No,4,1,26,2,3,14,9,1,12,0
29,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,2,1,Research Scientist,1,Single,2362,No,3,3,11,2,1,9,7,0,7,1
44,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Male,3,4,Research Director,1,Married,16328,No,3,3,24,1,4,20,6,14,17,0
39,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,3,Manufacturing Director,2,Single,8376,No,3,4,9,3,3,2,0,2,2,0
46,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,3,4,Manager,2,Married,16606,No,3,4,23,2,4,13,12,5,1,0
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Female,2,3,Healthcare Representative,2,Single,8606,No,3,4,11,3,1,11,8,3,3,0
23,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,Single,2272,No,3,2,5,2,3,4,3,1,2,0
40,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,2018,No,3,2,15,3,1,5,4,1,0,1
34,No,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,2,3,Sales Executive,3,Married,7083,Yes,3,4,10,3,3,10,9,8,6,0
31,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,3,1,Research Scientist,3,Single,4084,No,3,1,7,2,1,7,2,7,7,1
50,No,Travel_Frequently,Research & Development,22,5,Medical,3,Male,1,4,Research Director,4,Single,14411,Yes,3,4,32,2,3,32,6,13,9,0
34,No,Travel_Rarely,Sales,7,2,Technical Degree,2,Male,3,1,Sales Representative,3,Married,2308,Yes,4,2,12,4,3,11,10,5,7,0
